Procedure,Type,AllowedCost
MRI,Non-Preferred,3837.155785064862
MRI,Non-Preferred,4227.70156180877
MRI,Non-Preferred,4522.642343963743
MRI,Non-Preferred,3776.6006437901897
MRI,Non-Preferred,4324.106990368517
MRI,Non-Preferred,3758.8171722702755
MRI,Non-Preferred,3845.1362498871003
MRI,Non-Preferred,3368.0502735733357
MRI,Non-Preferred,3658.1069840157265
MRI,Non-Preferred,3401.036168312469
MRI,Non-Preferred,3626.5229798958694
MRI,Non-Preferred,4844.232009646973
MRI,Non-Preferred,3642.4075983831035
MRI,Non-Preferred,5791.476170584703
MRI,Non-Preferred,4508.037672210803
MRI,Non-Preferred,4322.948605899193
MRI,Non-Preferred,3697.032263573541
MRI,Non-Preferred,4632.232859327664
MRI,Non-Preferred,3866.6642359396046
MRI,Non-Preferred,4285.252820469486
MRI,Non-Preferred,5748.097654643546
MRI,Non-Preferred,4154.41099184748
MRI,Non-Preferred,4901.610927453675
MRI,Non-Preferred,3790.1410766067365
MRI,Non-Preferred,4191.053837384092
MRI,Non-Preferred,5274.527313063575
MRI,Non-Preferred,3835.8666970096087
MRI,Non-Preferred,5299.516066480426
MRI,Non-Preferred,4636.698092955555
MRI,Non-Preferred,3874.5668661457084
MRI,Non-Preferred,4591.491575115581
MRI,Non-Preferred,4795.579601458307
MRI,Non-Preferred,4585.132909012587
MRI,Non-Preferred,3269.9120997479954
MRI,Non-Preferred,3775.764626187348
MRI,Non-Preferred,4063.5357503513665
MRI,Non-Preferred,4167.386874222241
MRI,Non-Preferred,4584.450190212676
MRI,Non-Preferred,4318.667532242222
MRI,Non-Preferred,3410.8403164562083
MRI,Non-Preferred,4440.165642285847
MRI,Non-Preferred,4578.398378852563
MRI,Non-Preferred,4547.921200440893
MRI,Non-Preferred,4860.515367015042
MRI,Non-Preferred,4712.400224411612
MRI,Non-Preferred,4487.5549792193315
MRI,Non-Preferred,4169.947504807081
MRI,Non-Preferred,3215.470371572674
MRI,Non-Preferred,4469.81786316182
MRI,Non-Preferred,4336.659543980136
MRI,Non-Preferred,4374.994233999493
MRI,Non-Preferred,3445.9977861900834
MRI,Non-Preferred,3563.4130074373115
MRI,Non-Preferred,4843.938643682011
MRI,Non-Preferred,4188.313839368276
MRI,Non-Preferred,4620.947350105844
MRI,Non-Preferred,4229.037957360546
MRI,Non-Preferred,4229.900615379716
US,Preferred,3469.141902987999
US,Preferred,2741.977635891313
US,Preferred,3048.0603884704915
US,Preferred,2768.8623556474786
US,Preferred,2782.7518862838424
US,Preferred,2845.4139382656804
US,Preferred,3111.0668858168565
US,Preferred,2760.6256891682615
US,Preferred,3627.8780627867604
US,Preferred,2552.696348890248
US,Preferred,2906.5641779193206
US,Preferred,2780.1344708629126
US,Preferred,3723.4889421768667
US,Preferred,3098.277388255787
US,Preferred,3515.9222697343175
US,Preferred,2257.219813481514
US,Preferred,3133.5251329346293
US,Preferred,3444.8153978117184
US,Preferred,3041.1419946377123
US,Preferred,3532.7401875326755
US,Preferred,2741.355774949814
US,Preferred,3704.67372009279
US,Preferred,4149.449061809625
US,Preferred,2818.5807197801705
US,Preferred,2777.248739299614
US,Preferred,3726.6922385588505
US,Preferred,3789.7860728653563
US,Preferred,2738.5699864233657
US,Preferred,2789.9065914520716
US,Preferred,2859.1076955697463
US,Preferred,2327.7747444828615
US,Preferred,2540.6740267579007
US,Preferred,2497.929616623966
US,Preferred,2616.1012174479356
US,Preferred,2982.6575563066094
US,Preferred,3117.10736626826
US,Preferred,3775.2502464070385
US,Preferred,2500.8229796306046
US,Preferred,3492.161199238292
US,Preferred,2893.0055778872456
US,Preferred,2975.2681451737835
US,Preferred,3337.409746083302
US,Preferred,2438.638989218851
US,Preferred,3191.204873092025
US,Preferred,3083.226104106528
US,Preferred,3246.2256320040747
US,Preferred,3144.5843219539092
US,Preferred,4227.650069955447
US,Preferred,2681.130007874342
US,Preferred,2734.501522499091
US,Preferred,2688.429736787618
US,Preferred,2722.2614404198725
US,Preferred,2681.306436346741
US,Preferred,3594.508265553776
US,Preferred,3710.2521239949274
US,Preferred,2714.6268531252617
US,Preferred,2583.8222134478856
US,Preferred,3235.707778193202
US,Preferred,2723.8884778595143
US,Preferred,3316.4659088777553
US,Preferred,3101.46151042565
US,Preferred,2242.127942501384
US,Preferred,3773.752600665031
US,Preferred,3897.9388365477607
US,Preferred,2693.605654757807
US,Preferred,2806.149220032008
US,Preferred,3142.9326953624523
US,Preferred,3167.2283949935127
US,Preferred,3329.2721363364153
US,Preferred,4005.1022693831746
US,Preferred,2911.5263862529755
US,Preferred,2600.851377730773
US,Preferred,2310.3403859927366
US,Preferred,2634.5349800290405
US,Preferred,2983.4365135631015
US,Preferred,3897.278931758894
US,Preferred,2741.194350481914
US,Preferred,3111.893975819449
US,Preferred,2991.788551963624
US,Preferred,3594.196636724042
US,Preferred,4263.466212936811
US,Preferred,2734.5656135398394
US,Preferred,2755.280278740889
US,Preferred,3522.080438534536
US,Preferred,3340.9457448131557
US,Preferred,3923.3536628680167
US,Preferred,3291.964092662982
US,Preferred,2820.3539546064703
US,Preferred,3295.327415346155
US,Preferred,3554.3517902914537
US,Preferred,3410.241090598682
US,Preferred,3253.637015553649
US,Preferred,3533.337344794577
US,Preferred,3584.6477952228365
US,Preferred,3691.0794955187635
US,Preferred,3324.3549437948213
US,Preferred,2916.4409598415727
US,Preferred,3073.356843216661
US,Preferred,3603.2544832541785
US,Preferred,2591.532164506382
US,Non-Preferred,4535.528518723147
US,Non-Preferred,4078.321246002989
US,Non-Preferred,4331.571427160296
US,Non-Preferred,5081.395650963785
US,Non-Preferred,4428.983974211347
US,Non-Preferred,4342.186462293094
US,Non-Preferred,3498.410848811454
US,Non-Preferred,4762.0766730157375
US,Non-Preferred,4701.61504208405
US,Non-Preferred,5612.277367382681
US,Non-Preferred,4129.657592427605
US,Non-Preferred,4445.814729997769
US,Non-Preferred,4463.954743625859
US,Non-Preferred,5260.7965012574905
US,Non-Preferred,4257.147213967234
US,Non-Preferred,4481.737448861609
US,Non-Preferred,4679.062439229329
US,Non-Preferred,4426.290007293221
US,Non-Preferred,4046.4643646690884
US,Non-Preferred,4430.77852913839
US,Non-Preferred,4958.503583315269
US,Non-Preferred,3698.415353752769
US,Non-Preferred,4394.1063378875315
US,Non-Preferred,3894.2520444359016
US,Non-Preferred,5031.352510754311
US,Non-Preferred,3400.412390529141
US,Non-Preferred,3978.9714250364523
US,Non-Preferred,4540.651658438118
US,Non-Preferred,5253.63895094001
US,Non-Preferred,4274.8743767556125
US,Non-Preferred,3981.2048173834864
US,Non-Preferred,5443.01877506376
US,Non-Preferred,3445.516193149659
US,Non-Preferred,2995.040959427356
US,Non-Preferred,4578.333203431405
US,Non-Preferred,4013.0919987878387
US,Non-Preferred,3701.5848431209774
US,Non-Preferred,4739.338401779018
US,Non-Preferred,4460.604961662125
US,Non-Preferred,3975.8773549573684
US,Non-Preferred,3546.1418941968686
US,Non-Preferred,4837.798930367492
US,Non-Preferred,4704.445240174602
US,Non-Preferred,4254.819015131776
US,Non-Preferred,5422.306731028005
US,Non-Preferred,3672.273673603714
US,Non-Preferred,3399.0094308445623
US,Non-Preferred,3899.179691470659
US,Non-Preferred,4286.972923586107
US,Non-Preferred,4460.328202993021
US,Non-Preferred,4169.582898685608
US,Non-Preferred,4525.557771307984
US,Non-Preferred,3563.400878885139
US,Non-Preferred,5180.583295843361
US,Non-Preferred,4265.033826363864
US,Non-Preferred,4984.702032352282
US,Non-Preferred,4519.959741226028
US,Non-Preferred,4588.376464891676
US,Non-Preferred,4656.184901538728
US,Non-Preferred,4582.949669409794
US,Non-Preferred,4699.958189319932
US,Non-Preferred,5111.816051478864
US,Non-Preferred,4432.237235220287
US,Non-Preferred,4739.7267879525125
US,Non-Preferred,4260.483116827069
US,Non-Preferred,5178.394862669089
US,Non-Preferred,3908.4891521638438
US,Non-Preferred,5394.888793145895
US,Non-Preferred,4290.2297630128
US,Non-Preferred,3455.8594721285767
US,Non-Preferred,4391.187182345879
US,Non-Preferred,3905.693538914477
US,Non-Preferred,4818.71066279264
US,Non-Preferred,3922.750145817971
US,Non-Preferred,4046.6144734705376
US,Non-Preferred,3180.600094832087
US,Non-Preferred,4042.9407418499595
US,Non-Preferred,2859.996937422032
US,Non-Preferred,3363.9828393079715
US,Non-Preferred,4770.573327085984
US,Non-Preferred,4785.8046285899045
US,Non-Preferred,4569.5990704703845
US,Non-Preferred,3734.138847521878
US,Non-Preferred,4285.697719714218
US,Non-Preferred,4312.163009945064
US,Non-Preferred,3619.3057198838796
US,Non-Preferred,5216.363514459696
US,Non-Preferred,4840.7419077448085
US,Non-Preferred,4181.746029101607
US,Non-Preferred,4330.456036796124
US,Non-Preferred,4439.354218167937
US,Non-Preferred,3089.283612344831
US,Non-Preferred,4166.018103887047
US,Non-Preferred,3905.1339846007263
US,Non-Preferred,3713.3525274624562
US,Non-Preferred,4145.6643576678325
US,Non-Preferred,5392.9364495091195
US,Non-Preferred,4698.830250159612
US,Non-Preferred,3971.6171395297274
US,Non-Preferred,4657.874202213101
NM,Preferred,3699.677718293001
NM,Preferred,3462.3168414563843
NM,Preferred,3029.815184960087
NM,Preferred,2676.531611147213
NM,Preferred,3349.111656806795
NM,Preferred,3196.742692710875
NM,Preferred,3447.596610013866
NM,Preferred,3317.585900840985
NM,Preferred,3524.7763576596676
NM,Preferred,2732.382394219716
NM,Preferred,3658.697032817163
NM,Preferred,3098.7998023461996
NM,Preferred,4037.630436312633
NM,Preferred,2655.4060909552163
NM,Preferred,3867.9819015826247
NM,Preferred,3098.9553917313237
NM,Preferred,2674.290998192776
NM,Preferred,2758.0570829728395
NM,Preferred,2839.82634590284
NM,Preferred,3212.0829732009583
NM,Preferred,3261.41774401775
NM,Preferred,2713.1499980307103
NM,Preferred,2987.8227038695086
NM,Preferred,4071.135179305932
NM,Preferred,3863.7715850503555
NM,Preferred,3218.161834837016
NM,Preferred,3019.0017390841003
NM,Preferred,3060.0156633591305
NM,Preferred,3306.7589863652083
NM,Preferred,2488.603717400797
NM,Preferred,2871.3117312883273
NM,Preferred,2165.707963061205
NM,Preferred,3199.6115613026395
NM,Preferred,3323.5979698513706
NM,Preferred,2758.406768850313
NM,Preferred,3786.9933816450166
NM,Preferred,2387.1171684988294
NM,Preferred,2267.81255989509
NM,Preferred,3112.225909279986
NM,Preferred,3523.5491513060774
NM,Preferred,3841.9638457289343
NM,Preferred,2770.55786856553
NM,Preferred,3539.3404167156477
NM,Preferred,2980.7457652496464
NM,Preferred,2913.6863500295904
NM,Preferred,3441.8299687433364
NM,Preferred,3326.16143920671
NM,Preferred,2211.803921507875
NM,Preferred,3738.270174862948
NM,Preferred,3690.0456770737255
NM,Preferred,2687.218649245235
NM,Preferred,3197.9017667187045
NM,Preferred,3247.0150931413696
NM,Preferred,3130.3368829119536
NM,Preferred,2724.84742307729
NM,Preferred,2664.1883160309744
NM,Preferred,2987.2229645042776
NM,Preferred,3586.3645096296823
NM,Preferred,3271.8000772972164
NM,Preferred,2814.692833956947
NM,Preferred,3385.8493553241724
NM,Preferred,1575.7286896849623
NM,Preferred,3574.3828501860517
NM,Preferred,2130.1431106109503
NM,Preferred,2818.7795292984338
NM,Preferred,2440.165052686928
NM,Preferred,2352.659262139547
NM,Preferred,3580.4133936892595
NM,Preferred,2766.1493993440545
NM,Preferred,3173.251940865358
NM,Preferred,2976.539710560408
NM,Preferred,3238.520413611561
NM,Preferred,3038.4109455301277
NM,Preferred,2358.503887905715
NM,Preferred,3498.13340972357
NM,Preferred,2753.1217084193436
NM,Preferred,2221.7090506701243
NM,Preferred,2785.9424195170436
NM,Preferred,3750.3798953171554
NM,Preferred,3425.1108710567464
NM,Preferred,2825.6739327960704
NM,Preferred,2825.3711478407854
NM,Preferred,2839.1824743913085
NM,Preferred,4038.3739917804205
NM,Preferred,3190.9677261157767
NM,Preferred,3215.0208235955347
NM,Preferred,3515.141727015921
NM,Preferred,3119.3945795132568
NM,Preferred,2870.4789270896486
NM,Preferred,2901.825075457511
NM,Preferred,2964.199370292968
NM,Preferred,2981.3888817450793
NM,Preferred,3363.81477181849
NM,Preferred,3025.9729429036497
NM,Preferred,3366.3200386077897
NM,Preferred,2959.641709945709
NM,Preferred,3039.317595158045
NM,Preferred,2000.8996577339462
NM,Preferred,3458.1638373512405
NM,Preferred,3173.244237948996
NM,Non-Preferred,4878.893272214429
NM,Non-Preferred,2542.3339793824243
NM,Non-Preferred,5533.112029167075
NM,Non-Preferred,4196.333429405534
NM,Non-Preferred,4944.996896341148
NM,Non-Preferred,3656.1436500233194
NM,Non-Preferred,4647.75154933618
NM,Non-Preferred,3648.0378683944446
NM,Non-Preferred,3905.825829881155
NM,Non-Preferred,5428.50601861871
NM,Non-Preferred,4165.67776584063
NM,Non-Preferred,4410.546930206472
NM,Non-Preferred,4802.127844711891
NM,Non-Preferred,4577.496339082201
NM,Non-Preferred,4370.338549384784
NM,Non-Preferred,4499.063807778373
NM,Non-Preferred,5722.136557441603
NM,Non-Preferred,4245.515928078487
NM,Non-Preferred,4400.746634327618
NM,Non-Preferred,4910.479843903206
NM,Non-Preferred,4943.402766073428
NM,Non-Preferred,4992.3053896348665
NM,Non-Preferred,4663.325339516149
NM,Non-Preferred,3594.2842586603483
NM,Non-Preferred,5260.146125679295
NM,Non-Preferred,3592.2799704874255
NM,Non-Preferred,4461.668485442058
NM,Non-Preferred,3827.5216962870236
NM,Non-Preferred,4241.604198342842
NM,Non-Preferred,4477.344652480727
NM,Non-Preferred,4472.9015355688025
NM,Non-Preferred,4533.239658839809
NM,Non-Preferred,5248.313967733827
NM,Non-Preferred,4552.207787207026
NM,Non-Preferred,4133.593225124249
NM,Non-Preferred,4858.539507271653
NM,Non-Preferred,4993.769499653423
NM,Non-Preferred,3543.522517216443
NM,Non-Preferred,4638.527248208553
NM,Non-Preferred,4700.790851685178
NM,Non-Preferred,4101.549104282643
NM,Non-Preferred,5105.51129428561
NM,Non-Preferred,4190.053854079122
NM,Non-Preferred,4355.433078381564
NM,Non-Preferred,4176.244111728316
NM,Non-Preferred,4289.434634847518
NM,Non-Preferred,3622.322154161517
NM,Non-Preferred,3416.0566767420614
NM,Non-Preferred,5236.790244233622
NM,Non-Preferred,3771.9103973076417
NM,Non-Preferred,3685.251796624854
NM,Non-Preferred,2988.0531381364094
NM,Non-Preferred,3896.710157684937
NM,Non-Preferred,3486.233330254139
NM,Non-Preferred,5265.29630238046
NM,Non-Preferred,4885.977459904218
NM,Non-Preferred,3867.196999192004
NM,Non-Preferred,5631.548689505224
NM,Non-Preferred,4869.146498493595
NM,Non-Preferred,4085.1883761934646
NM,Non-Preferred,2780.4437773744944
NM,Non-Preferred,5654.652749853083
NM,Non-Preferred,3446.3437262404805
NM,Non-Preferred,3292.847958124503
NM,Non-Preferred,4893.629465504422
NM,Non-Preferred,5743.938650102202
NM,Non-Preferred,5110.650897404949
NM,Non-Preferred,4618.432678330054
NM,Non-Preferred,4636.93981129781
NM,Non-Preferred,4792.136541566822
NM,Non-Preferred,4735.444360170697
NM,Non-Preferred,4448.802060680264
NM,Non-Preferred,4342.607868669764
NM,Non-Preferred,4242.531329558925
NM,Non-Preferred,3827.7084529786325
NM,Non-Preferred,4111.682160178574
NM,Non-Preferred,3264.313117781407
NM,Non-Preferred,4221.083430221788
NM,Non-Preferred,3686.9325420080877
NM,Non-Preferred,3617.9336159691757
NM,Non-Preferred,4388.0236969907255
NM,Non-Preferred,5115.288578105397
NM,Non-Preferred,4831.077169900026
NM,Non-Preferred,3337.786844124732
NM,Non-Preferred,3686.3103243564356
NM,Non-Preferred,4844.549919091568
NM,Non-Preferred,3690.5947701756522
NM,Non-Preferred,4145.307316300424
NM,Non-Preferred,4610.118465713369
NM,Non-Preferred,3699.080533380457
NM,Non-Preferred,4343.3125099862145
NM,Non-Preferred,3479.6719093477154
NM,Non-Preferred,3919.26661992791
NM,Non-Preferred,4471.95636678416
NM,Non-Preferred,3324.2909661796366
NM,Non-Preferred,4544.372049074877
NM,Non-Preferred,4268.304526942629
NM,Non-Preferred,4611.581178948927
NM,Non-Preferred,4414.435686737435
NM,Non-Preferred,5098.571464282944
Mammo,Preferred,3062.612251323954
Mammo,Preferred,2785.2972294373735
Mammo,Preferred,3061.148751516142
Mammo,Preferred,3271.649014518194
Mammo,Preferred,3024.430035162852
Mammo,Preferred,3020.295845601941
Mammo,Preferred,2649.0041560966224
Mammo,Preferred,2668.549541224526
Mammo,Preferred,2298.697364100153
Mammo,Preferred,3874.7883715934695
Mammo,Preferred,2378.0683823043573
Mammo,Preferred,2653.5474011020465
Mammo,Preferred,2640.7963672154015
Mammo,Preferred,3447.4621884722205
Mammo,Preferred,2852.525160853986
Mammo,Preferred,3623.871036336867
Mammo,Preferred,2663.254687878066
Mammo,Preferred,3139.497081111901
Mammo,Preferred,2582.326473370121
Mammo,Preferred,4072.5745638866942
Mammo,Preferred,2406.2007904852435
Mammo,Preferred,3154.9103551135136
Mammo,Preferred,3316.8884404660494
Mammo,Preferred,3206.899548725749
Mammo,Preferred,2907.356170561146
Mammo,Preferred,2935.089650133287
Mammo,Preferred,3021.9057359895546
Mammo,Preferred,2926.4989991857556
Mammo,Preferred,3481.9395583974547
Mammo,Preferred,4105.261500795676
Mammo,Preferred,2721.254107496083
Mammo,Preferred,2315.098510210461
Mammo,Preferred,2955.8589758243725
Mammo,Preferred,4289.854668827159
Mammo,Preferred,2598.1627160151347
Mammo,Preferred,3819.558402722034
Mammo,Preferred,3838.8504070382205
Mammo,Preferred,2723.2058791460026
Mammo,Preferred,3284.4915395926378
Mammo,Preferred,3814.198311564269
Mammo,Preferred,2810.4361295062563
Mammo,Preferred,2898.209819948819
Mammo,Preferred,2709.159543025678
Mammo,Preferred,2492.6216346535666
Mammo,Preferred,2675.3612274669963
Mammo,Preferred,2388.029866618872
Mammo,Preferred,3017.041734129613
Mammo,Preferred,2615.0133844706793
Mammo,Preferred,3116.8929558953737
Mammo,Preferred,2222.052176898186
Mammo,Preferred,3165.4401161072287
Mammo,Preferred,3416.7644808044624
Mammo,Preferred,2003.1321787142724
Mammo,Preferred,3187.028284923786
Mammo,Preferred,3613.8344962366464
Mammo,Preferred,2395.1794906543973
Mammo,Preferred,3836.286193418852
Mammo,Preferred,3209.5095046830224
Mammo,Preferred,2647.4940721207954
Mammo,Preferred,2972.115461171147
Mammo,Preferred,3279.163456260861
Mammo,Preferred,3038.002695706206
Mammo,Preferred,3269.3779962231847
Mammo,Preferred,2539.6632034603167
Mammo,Preferred,3084.680412018039
Mammo,Preferred,2293.1427515475098
Mammo,Preferred,2944.3869693256497
Mammo,Preferred,2548.046179267605
Mammo,Preferred,2632.2350287051167
Mammo,Preferred,3618.0465876052185
Mammo,Preferred,3545.6550602971347
Mammo,Preferred,3304.5690604535885
Mammo,Preferred,2453.8436176637106
Mammo,Preferred,2841.795775152599
Mammo,Preferred,3606.548849989592
Mammo,Preferred,3070.858456819952
Mammo,Preferred,4159.664769990847
Mammo,Preferred,3196.658919697186
Mammo,Preferred,3096.0245582450157
Mammo,Preferred,2845.4417678987493
Mammo,Preferred,3066.770452391141
Mammo,Preferred,2923.765081809728
Mammo,Preferred,3354.054338344295
Mammo,Preferred,3478.3511583972922
Mammo,Preferred,2607.005269746025
Mammo,Preferred,2334.383523221111
Mammo,Preferred,2081.8973134483517
Mammo,Preferred,3253.995663456272
Mammo,Preferred,2448.3166969130634
Mammo,Preferred,1923.5547035237585
Mammo,Preferred,3194.289302265482
Mammo,Preferred,4246.499758716395
Mammo,Preferred,2996.9645442300534
Mammo,Preferred,3419.245387225821
Mammo,Preferred,3040.9146792737824
Mammo,Preferred,2950.555173404429
Mammo,Preferred,3459.5382414938845
Mammo,Preferred,2854.8627279056745
Mammo,Preferred,3133.6961570359513
Mammo,Preferred,3160.8489030980068
Mammo,Non-Preferred,3821.9737089649107
Mammo,Non-Preferred,4818.053390872654
Mammo,Non-Preferred,4117.852127133495
Mammo,Non-Preferred,3769.3808854550334
Mammo,Non-Preferred,4544.733887292982
Mammo,Non-Preferred,3683.7471920761177
Mammo,Non-Preferred,4239.736675572217
Mammo,Non-Preferred,4217.356583164218
Mammo,Non-Preferred,4874.3653206496865
Mammo,Non-Preferred,4507.646920878712
Mammo,Non-Preferred,4207.811805903653
Mammo,Non-Preferred,4713.487760670912
Mammo,Non-Preferred,5056.952510561128
Mammo,Non-Preferred,4557.514164961857
Mammo,Non-Preferred,4229.039553056768
Mammo,Non-Preferred,3435.726241740644
Mammo,Non-Preferred,3583.7597833055165
Mammo,Non-Preferred,4039.6931585379393
Mammo,Non-Preferred,3857.1206598551703
Mammo,Non-Preferred,4110.645199359473
Mammo,Non-Preferred,4256.817936089004
Mammo,Non-Preferred,4540.643633764778
Mammo,Non-Preferred,4180.5287143152855
Mammo,Non-Preferred,4514.728967446461
Mammo,Non-Preferred,4261.512630036812
Mammo,Non-Preferred,3037.5480413384175
Mammo,Non-Preferred,3659.2267448594876
Mammo,Non-Preferred,4136.375447717771
Mammo,Non-Preferred,3497.0111354460755
Mammo,Non-Preferred,4582.785219148463
Mammo,Non-Preferred,5141.278480556958
Mammo,Non-Preferred,4954.08509216913
Mammo,Non-Preferred,4094.762258592615
Mammo,Non-Preferred,5117.263663260711
Mammo,Non-Preferred,4312.028455472007
Mammo,Non-Preferred,4020.5763984799164
Mammo,Non-Preferred,3854.7863830261763
Mammo,Non-Preferred,4041.346169257863
Mammo,Non-Preferred,3989.921890026003
Mammo,Non-Preferred,4325.077714576033
Mammo,Non-Preferred,4319.172369780659
Mammo,Non-Preferred,4224.655593242789
Mammo,Non-Preferred,4484.99088299855
Mammo,Non-Preferred,4937.215746022544
Mammo,Non-Preferred,4792.560462415534
Mammo,Non-Preferred,3331.8892000807978
Mammo,Non-Preferred,2690.475300209567
Mammo,Non-Preferred,4783.419927894304
Mammo,Non-Preferred,3402.7007621014873
Mammo,Non-Preferred,4087.9687400151297
Mammo,Non-Preferred,3520.7601655151243
Mammo,Non-Preferred,3141.639718602728
Mammo,Non-Preferred,4547.705618073613
Mammo,Non-Preferred,4678.321077332328
Mammo,Non-Preferred,3876.9217407147084
Mammo,Non-Preferred,2668.202605863794
Mammo,Non-Preferred,3895.0813121992505
Mammo,Non-Preferred,4457.910384392268
Mammo,Non-Preferred,3335.481039886263
Mammo,Non-Preferred,4332.843933018234
Mammo,Non-Preferred,4213.642071646943
Mammo,Non-Preferred,4570.402880911393
Mammo,Non-Preferred,4294.576202199232
Mammo,Non-Preferred,3638.9866166218067
Mammo,Non-Preferred,4940.770882149434
Mammo,Non-Preferred,4127.710237334558
Mammo,Non-Preferred,4206.4452574447805
Mammo,Non-Preferred,3662.8672057068225
Mammo,Non-Preferred,3956.8586304358337
Mammo,Non-Preferred,3691.9463527345997
Mammo,Non-Preferred,4119.060345196686
Mammo,Non-Preferred,5249.8530692361455
Mammo,Non-Preferred,3399.6872953919265
Mammo,Non-Preferred,3254.6911424246955
Mammo,Non-Preferred,5105.530177646905
Mammo,Non-Preferred,4097.23377485962
Mammo,Non-Preferred,3821.38433795479
Mammo,Non-Preferred,4846.770793588386
Mammo,Non-Preferred,3859.4586573086217
Mammo,Non-Preferred,5318.433809278902
Mammo,Non-Preferred,4629.583503954302
Mammo,Non-Preferred,3930.0811362633185
Mammo,Non-Preferred,5517.212909110042
Mammo,Non-Preferred,3859.399027348737
Mammo,Non-Preferred,4668.0852043563245
Mammo,Non-Preferred,4402.403529394635
Mammo,Non-Preferred,5003.872754790019
Mammo,Non-Preferred,5159.734699186852
Mammo,Non-Preferred,4242.0304705902
Mammo,Non-Preferred,3770.77725894303
Mammo,Non-Preferred,4498.81126691421
Mammo,Non-Preferred,3816.1987592994765
Mammo,Non-Preferred,5430.860329666713
Mammo,Non-Preferred,4304.749179800382
Mammo,Non-Preferred,4003.635050363475
Mammo,Non-Preferred,4333.636164669685
Mammo,Non-Preferred,3414.552207432922
Mammo,Non-Preferred,3639.859558044349
Mammo,Non-Preferred,4943.0763259173955
Mammo,Non-Preferred,3828.6914137679028
Fluoro,Preferred,2476.5445086590303
Fluoro,Preferred,3268.326376263643
Fluoro,Preferred,3592.8520773314985
Fluoro,Preferred,3359.4766553325335
Fluoro,Preferred,3498.023842902908
Fluoro,Preferred,2621.6024557152696
Fluoro,Preferred,2289.0946666290783
Fluoro,Preferred,3750.6668259777434
Fluoro,Preferred,2838.660080578932
Fluoro,Preferred,2874.5834917724765
Fluoro,Preferred,3664.097070924529
Fluoro,Preferred,3278.11500470033
Fluoro,Preferred,3227.9438860408036
Fluoro,Preferred,4082.501172450542
Fluoro,Preferred,2678.2408848099285
Fluoro,Preferred,3463.9200640406184
Fluoro,Preferred,3028.5065624485424
Fluoro,Preferred,3134.2961394316285
Fluoro,Preferred,3764.234213206266
Fluoro,Preferred,3253.9178781448118
Fluoro,Preferred,3269.1480395248163
Fluoro,Preferred,3536.253668654901
Fluoro,Preferred,2817.5236352285574
Fluoro,Preferred,2580.395166330497
Fluoro,Preferred,2477.5954029894833
Fluoro,Preferred,2016.8217053119993
Fluoro,Preferred,4028.103564970161
Fluoro,Preferred,2448.3958171391587
Fluoro,Preferred,2889.373188207114
Fluoro,Preferred,2861.5933500555398
Fluoro,Preferred,3153.7033489045502
Fluoro,Preferred,3407.8686062696484
Fluoro,Preferred,3430.236744179873
Fluoro,Preferred,2708.461280715531
Fluoro,Preferred,2916.4391431067943
Fluoro,Preferred,3141.28997524415
Fluoro,Preferred,2875.6544369082267
Fluoro,Preferred,3803.672788009996
Fluoro,Preferred,3245.487475819126
Fluoro,Preferred,3367.438893024909
Fluoro,Preferred,3331.4406343337064
Fluoro,Preferred,3586.7369287426627
Fluoro,Preferred,3090.5107793518537
Fluoro,Preferred,2351.5840260220766
Fluoro,Preferred,3199.8439758763207
Fluoro,Preferred,2674.3215531040855
Fluoro,Preferred,2735.6916591251215
Fluoro,Preferred,3293.182009377547
Fluoro,Preferred,3619.141535716818
Fluoro,Preferred,3010.6357883680307
Fluoro,Preferred,3154.416506299482
Fluoro,Preferred,3851.107472317619
Fluoro,Preferred,3120.376589744284
Fluoro,Preferred,4300.841557090198
Fluoro,Preferred,3282.754822815772
Fluoro,Preferred,2119.618620422091
Fluoro,Preferred,3376.670810552266
Fluoro,Preferred,3190.579192441389
Fluoro,Preferred,3644.876377041373
Fluoro,Preferred,3336.590675634979
Fluoro,Preferred,2930.772008008113
Fluoro,Preferred,2387.8508818553173
Fluoro,Preferred,2895.4883713569875
Fluoro,Preferred,2574.73977289535
Fluoro,Preferred,2709.7382750976385
Fluoro,Preferred,3294.2892022103047
Fluoro,Preferred,3834.952252175703
Fluoro,Preferred,3197.3357649114905
Fluoro,Preferred,2402.0584689824077
Fluoro,Preferred,3222.3013341100705
Fluoro,Preferred,3598.3157433228257
Fluoro,Preferred,2695.108547840309
Fluoro,Preferred,2932.9914166635413
Fluoro,Preferred,3007.3440973645984
Fluoro,Preferred,2607.55084345888
Fluoro,Preferred,3324.1402169219296
Fluoro,Preferred,2939.5259256961094
Fluoro,Preferred,3209.766221953514
Fluoro,Preferred,2556.25391109895
Fluoro,Preferred,2781.270849838295
Fluoro,Preferred,3361.1906789138857
Fluoro,Preferred,2813.5834239541164
Fluoro,Preferred,3863.4819256167025
Fluoro,Preferred,2800.181907192699
Fluoro,Preferred,3112.342362875943
Fluoro,Preferred,3466.295415936545
Fluoro,Preferred,2290.817133533484
Fluoro,Preferred,2119.595594009612
Fluoro,Preferred,2237.1718427149526
Fluoro,Preferred,3631.292051713591
Fluoro,Preferred,2724.070927053777
Fluoro,Preferred,4279.099642834126
Fluoro,Preferred,2717.876200671306
Fluoro,Preferred,3092.2756515985184
Fluoro,Preferred,3771.054976283938
